17,-6000.000000,-1200.000000,0.000000,0.400000,0.400000,0.400000,0.000000,0.000000,0.000000,0,0
20,-2000.000000,-4400.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,1200.000000,-4400.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,800.000000,-2800.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,-2000.000000,-2800.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,5200.000000,-2800.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,7200.000000,-2800.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,6000.000000,-4400.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,7600.000000,-4400.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,-400.000000,-5600.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,1.570796,0,0
20,-400.000000,-7200.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,1.570796,0,0
20,-1200.000000,-2000.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,1.570796,0,0
20,5600.000000,-1600.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,1.570796,0,0
20,5200.000000,-6000.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,1.570796,0,0
20,5200.000000,-7200.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,1.570796,0,0
