17,-1200.000000,0.000000,0.000000,0.400000,0.400000,0.400000,0.000000,0.000000,0.000000,0,0
22,6400.000000,2400.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,1
22,6800.000000,4000.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,8800.000000,3600.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,-1.570796,0,0
20,11600.000000,2800.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,1.570796,0,0
22,10400.000000,4000.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,1
22,10000.000000,2800.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,1
22,2000.000000,3200.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,1
22,2000.000000,4000.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,1
22,2000.000000,4800.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,1
22,2000.000000,5600.000000,0.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,1
