17,-800.000000,-400.000000,0.000000,0.400000,0.400000,0.400000,0.000000,0.000000,0.000000,0,0
20,4800.000000,1600.000000,4800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
22,8000.000000,3200.000000,4800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,-2400.000000,2400.000000,10331.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
22,1200.000000,3200.000000,10331.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,-400.000000,-400.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,2800.000000,0.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,6000.000000,400.000000,8800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,1600.000000,1200.000000,4800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,0
20,13200.000000,6400.000000,4800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,1.570796,0,0
22,12400.000000,7600.000000,4800.000000,0.800000,0.800000,0.800000,0.000000,0.000000,1.570796,0,0
